date,state,district,total_enrolments,biometric_updates,demographic_updates,anomaly_score
2025-09-13,Punjab,Bathinda,39,479.0,69.0,-0.15234709859611817
2025-09-13,Punjab,Faridkot,14,130.0,46.0,-0.19069478771991077
2025-09-13,Punjab,Fatehgarh Sahib,16,139.0,37.0,-0.1929126964254564
2025-09-13,Punjab,Fazilka,33,219.0,61.0,-0.1838270044159136
2025-09-13,Punjab,Ferozepur,22,229.0,18.0,-0.1761885071751032
2025-09-13,Punjab,Firozpur,4,54.0,41.0,-0.19480280601664202
2025-09-13,Punjab,Gurdaspur,68,620.0,178.0,-0.14893581306043674
2025-09-13,Punjab,Hoshiarpur,38,370.0,89.0,-0.16574991949240053
2025-09-13,Punjab,Jalandhar,76,576.0,149.0,-0.15989714042613917
2025-09-13,Punjab,Kapurthala,23,147.0,45.0,-0.1904612199619255
2025-09-13,Punjab,Ludhiana,132,810.0,288.0,-0.12126654593500374
2025-09-13,Punjab,Malerkotla,10,53.0,0.0,-0.21074705176352498
2025-09-13,Punjab,Mansa,24,284.0,62.0,-0.17322889083264414
2025-09-13,Punjab,Moga,14,213.0,36.0,-0.17622045250063484
2025-09-13,Punjab,Muktsar,10,50.0,17.0,-0.20909668724578778
2025-09-13,Punjab,Nawanshahr,3,42.0,16.0,-0.2078021140150062
2025-09-13,Punjab,Pathankot,25,149.0,10.0,-0.19290133429801665
2025-09-13,Punjab,Patiala,72,448.0,214.0,-0.15186979828024472
2025-09-13,Punjab,Rupnagar,13,201.0,22.0,-0.17773951748883432
2025-09-13,Punjab,S.A.S Nagar(Mohali),5,20.0,21.0,-0.21150765652255354
2025-09-13,Punjab,SAS Nagar (Mohali),51,267.0,119.0,-0.17882778935836063
2025-09-13,Punjab,Sangrur,38,352.0,139.0,-0.16610311250123844
2025-09-13,Punjab,Shaheed Bhagat Singh Nagar,14,131.0,18.0,-0.19489836795078203
2025-09-13,Punjab,Sri Muktsar Sahib,17,188.0,24.0,-0.18481375554760981
2025-09-13,Punjab,Tarn Taran,29,355.0,84.0,-0.16008188555421582
2025-09-13,Rajasthan,Ajmer,199,1661.0,194.0,-0.0511501017200211
2025-09-13,Rajasthan,Alwar,238,1569.0,119.0,-0.04409222375894217
2025-09-13,Rajasthan,Banswara,176,1370.0,82.0,-0.07092292853089438
2025-09-13,Rajasthan,Baran,99,738.0,165.0,-0.14504083190714007
2025-09-13,Rajasthan,Barmer,339,2488.0,255.0,0.05111066654128105
2025-09-13,Rajasthan,Bharatpur,237,1206.0,251.0,-0.06674228732369475
2025-09-13,Rajasthan,Bhilwara,196,1089.0,207.0,-0.08957161677754072
2025-09-13,Rajasthan,Bikaner,193,1092.0,177.0,-0.0924932433061193
2025-09-13,Rajasthan,Bundi,82,551.0,44.0,-0.14791550625598116
2025-09-13,Rajasthan,Chittaurgarh,11,27.0,6.0,-0.21757258410501018
2025-09-13,Rajasthan,Chittorgarh,88,592.0,113.0,-0.15461791150409776
2025-09-13,Rajasthan,Churu,167,1128.0,108.0,-0.09482182440020787
2025-09-13,Rajasthan,Dausa,92,838.0,143.0,-0.1381210530776556
2025-09-13,Rajasthan,Dhaulpur,2,5.0,0.0,-0.22835042573030517
2025-09-13,Rajasthan,Dholpur,117,828.0,199.0,-0.13473638132344462
2025-09-13,Rajasthan,Dungarpur,166,1146.0,217.0,-0.09134500826983682
2025-09-13,Rajasthan,Ganganagar,57,642.0,81.0,-0.14067268370106184
2025-09-13,Rajasthan,Hanumangarh,54,587.0,49.0,-0.14294658899485935
2025-09-13,Rajasthan,Jaipur,486,2621.0,482.0,0.09064970771776393
2025-09-13,Rajasthan,Jaisalmer,44,442.0,45.0,-0.1525149458583464
2025-09-13,Rajasthan,Jalor,286,1209.0,58.0,-0.03602452407175738
2025-09-13,Rajasthan,Jhalawar,207,1567.0,171.0,-0.053897304036790494
2025-09-13,Rajasthan,Jhunjhunu,7,21.0,17.0,-0.21503636964488748
2025-09-13,Rajasthan,Jhunjhunun,125,868.0,161.0,-0.13065591286485662
2025-09-13,Rajasthan,Jodhpur,268,2296.0,293.0,0.016594836670460356
2025-09-13,Rajasthan,Karauli,111,941.0,111.0,-0.12854796418801157
2025-09-13,Rajasthan,Kota,106,617.0,165.0,-0.1547270930889022
2025-09-13,Rajasthan,Nagaur,241,1866.0,195.0,-0.02294780159563048
2025-09-13,Rajasthan,Pali,182,1310.0,163.0,-0.07934064271576269
2025-09-13,Rajasthan,Pratapgarh,73,568.0,157.0,-0.1564681652255604
2025-09-13,Rajasthan,Rajsamand,80,667.0,105.0,-0.14738309811452804
2025-09-13,Rajasthan,Sawai Madhopur,116,828.0,156.0,-0.1384712983168288
2025-09-13,Rajasthan,Sikar,220,1075.0,198.0,-0.0823682263910463
2025-09-13,Rajasthan,Sirohi,147,848.0,106.0,-0.12615321089850262
2025-09-13,Rajasthan,Tonk,90,736.0,187.0,-0.1418985369710417
2025-09-13,Rajasthan,Udaipur,212,1450.0,143.0,-0.05982703993355687
2025-09-13,Sikkim,East,7,34.0,28.0,-0.2090195886693263
2025-09-13,Sikkim,East Sikkim,9,28.0,3.0,-0.21708437591469149
2025-09-13,Sikkim,Namchi,1,1.0,0.0,-0.22761319769782196
2025-09-13,Sikkim,North,6,2.0,1.0,-0.22436850937011005
2025-09-13,Sikkim,North Sikkim,4,1.0,8.0,-0.2237514292240121
2025-09-13,Sikkim,South,4,6.0,0.0,-0.2273666993130526
2025-09-13,Sikkim,South Sikkim,6,8.0,5.0,-0.21986019897147813
2025-09-13,Sikkim,West Sikkim,7,12.0,0.0,-0.22540238763944143
2025-09-13,Tamil Nadu,Ariyalur,32,215.0,110.0,-0.17808278316428694
2025-09-13,Tamil Nadu,Chengalpattu,19,51.0,51.0,-0.20280233781650525
2025-09-13,Tamil Nadu,Chennai,176,1000.0,396.0,-0.09003028952293896
2025-09-13,Tamil Nadu,Coimbatore,128,765.0,319.0,-0.11583647510013845
2025-09-13,Tamil Nadu,Cuddalore,76,576.0,216.0,-0.1460836272889427
2025-09-13,Tamil Nadu,Dharmapuri,71,406.0,235.0,-0.14588448361253836
2025-09-13,Tamil Nadu,Dindigul,90,857.0,241.0,-0.12193749773867263
2025-09-13,Tamil Nadu,Erode,125,663.0,206.0,-0.13874285539409908
2025-09-13,Tamil Nadu,Kallakurichi,9,17.0,19.0,-0.21529505811301908
2025-09-13,Tamil Nadu,Kancheepuram,239,965.0,462.0,-0.05957452508368433
2025-09-13,Tamil Nadu,Kanniyakumari,51,312.0,165.0,-0.16832098985439553
2025-09-13,Tamil Nadu,Kanyakumari,33,207.0,96.0,-0.1788786979811386
2025-09-13,Tamil Nadu,Karur,52,351.0,129.0,-0.1714538662365941
2025-09-13,Tamil Nadu,Krishnagiri,52,399.0,137.0,-0.168367263237438
2025-09-13,Tamil Nadu,Madurai,203,879.0,260.0,-0.10065790872891589
2025-09-13,Tamil Nadu,Mayiladuthurai,11,35.0,21.0,-0.21261685760732374
2025-09-13,Tamil Nadu,Nagapattinam,62,278.0,135.0,-0.1746182669129554
2025-09-13,Tamil Nadu,Namakkal,102,453.0,190.0,-0.15914631672452556
2025-09-13,Tamil Nadu,Perambalur,45,236.0,43.0,-0.17884936796333184
2025-09-13,Tamil Nadu,Pudukkottai,87,472.0,213.0,-0.15209322258921942
2025-09-13,Tamil Nadu,Ramanathapuram,58,305.0,139.0,-0.1734222067394195
2025-09-13,Tamil Nadu,Ranipet,1,13.0,2.0,-0.21822913597454052
2025-09-13,Tamil Nadu,Salem,147,908.0,412.0,-0.0981270122060125
2025-09-13,Tamil Nadu,Sivaganga,46,382.0,147.0,-0.16505739594690239
2025-09-13,Tamil Nadu,Tenkasi,20,46.0,31.0,-0.20834553456074523
2025-09-13,Tamil Nadu,Thanjavur,120,583.0,256.0,-0.1359969290153633
2025-09-13,Tamil Nadu,The Nilgiris,68,156.0,49.0,-0.18370944669297334
2025-09-13,Tamil Nadu,Theni,49,343.0,41.0,-0.16751862084826313
2025-09-13,Tamil Nadu,Thiruvallur,2,22.0,6.0,-0.21692921976245072
2025-09-13,Tamil Nadu,Thiruvarur,57,217.0,161.0,-0.1733990837370486
2025-09-13,Tamil Nadu,Thoothukkudi,69,377.0,144.0,-0.16663998058123303
2025-09-13,Tamil Nadu,Tiruchirappalli,165,652.0,260.0,-0.1204613565306949
2025-09-13,Tamil Nadu,Tirunelveli,101,924.0,320.0,-0.10569879648671127
2025-09-13,Tamil Nadu,Tirupattur,7,28.0,27.0,-0.21022536379594858
2025-09-13,Tamil Nadu,Tiruppur,88,579.0,332.0,-0.11922779476531553
2025-09-13,Tamil Nadu,Tiruvallur,182,910.0,318.0,-0.10008222604228806
2025-09-13,Tamil Nadu,Tiruvannamalai,87,361.0,175.0,-0.1607107827573105
2025-09-13,Tamil Nadu,Vellore,151,625.0,288.0,-0.1250615216053313
2025-09-13,Tamil Nadu,Villupuram,54,325.0,117.0,-0.173434197431512
2025-09-13,Tamil Nadu,Viluppuram,48,203.0,134.0,-0.18073675352070484
2025-09-13,Tamil Nadu,Virudhunagar,113,350.0,147.0,-0.16406865464191323
2025-09-13,Telangana,Adilabad,35,340.0,115.0,-0.16535293099434883
2025-09-13,Telangana,Bhadradri Kothagudem,16,80.0,67.0,-0.19533021736224204
2025-09-13,Telangana,Hanumakonda,15,75.0,49.0,-0.19838249444401979
2025-09-13,Telangana,Hyderabad,257,1351.0,645.0,-0.003114618605157049
2025-09-13,Telangana,Jagitial,19,49.0,108.0,-0.18851675901705417
2025-09-13,Telangana,Jangaon,1,2.0,6.0,-0.21999100259718823
2025-09-13,Telangana,Jangoan,10,54.0,54.0,-0.19510933895091692
2025-09-13,Telangana,Jayashankar Bhupalpally,8,19.0,56.0,-0.19766759216941726
2025-09-13,Telangana,Jogulamba Gadwal,16,20.0,15.0,-0.21871194366240387
2025-09-13,Telangana,K.v. Rangareddy,263,1358.0,430.0,-0.029081591292346665
2025-09-13,Telangana,Kamareddy,9,62.0,46.0,-0.19412071983639384
2025-09-13,Telangana,Karimnagar,56,459.0,157.0,-0.15957242162713386
2025-09-13,Telangana,Khammam,49,275.0,181.0,-0.16505227679887302
2025-09-13,Telangana,Komaram Bheem,9,36.0,132.0,-0.17730480941810423
2025-09-13,Telangana,Mahabubabad,14,53.0,78.0,-0.19158406694473995
2025-09-13,Telangana,Mahabubnagar,103,625.0,160.0,-0.15435663278809408
2025-09-13,Telangana,Mancherial,10,63.0,87.0,-0.18432157662549647
2025-09-13,Telangana,Medak,66,386.0,110.0,-0.16621919863650753
2025-09-13,Telangana,Medchal-malkajgiri,81,202.0,324.0,-0.1211297546396985
2025-09-13,Telangana,Medchal−malkajgiri,8,87.0,3.0,-0.19934649595880172
2025-09-13,Telangana,Mulugu,17,10.0,11.0,-0.22019711642366374
2025-09-13,Telangana,Nagarkurnool,18,58.0,60.0,-0.19995400899013865
2025-09-13,Telangana,Nalgonda,63,459.0,148.0,-0.16219219343652647
2025-09-13,Telangana,Narayanpet,9,39.0,38.0,-0.20560854650402954
2025-09-13,Telangana,Nirmal,16,63.0,90.0,-0.18861932037793344
2025-09-13,Telangana,Nizamabad,40,277.0,63.0,-0.17697574010794298
2025-09-13,Telangana,Peddapalli,9,13.0,43.0,-0.20344442034578397
2025-09-13,Telangana,Rajanna Sircilla,12,46.0,51.0,-0.1987819326432374
2025-09-13,Telangana,Rangareddy,7,17.0,28.0,-0.2114287772512214
2025-09-13,Telangana,Sangareddy,31,102.0,108.0,-0.1859003533221696
2025-09-13,Telangana,Siddipet,17,54.0,137.0,-0.18358421254037532
2025-09-13,Telangana,Suryapet,20,92.0,143.0,-0.17802468010932393
2025-09-13,Telangana,Vikarabad,28,68.0,214.0,-0.15398973776861985
2025-09-13,Telangana,Wanaparthy,17,30.0,151.0,-0.1804988361695269
2025-09-13,Telangana,Warangal,37,337.0,70.0,-0.16673601462134424
2025-09-13,Telangana,Warangal Rural,10,35.0,50.0,-0.20066569506682985
2025-09-13,Telangana,Warangal Urban,8,40.0,15.0,-0.21300902225069823
2025-09-13,Telangana,Yadadri.,26,61.0,316.0,-0.11410798651539883
2025-09-13,Tripura,Dhalai,3,20.0,16.0,-0.21325580613070388
2025-09-13,Tripura,Khowai,2,1.0,1.0,-0.22626287447877103
2025-09-13,Tripura,North Tripura,3,24.0,13.0,-0.21389033451216616
2025-09-13,Tripura,South Tripura,1,7.0,32.0,-0.1992323444749085
2025-09-13,Tripura,West Tripura,18,57.0,85.0,-0.1920816665867433
2025-09-13,Uttar Pradesh,Agra,226,1204.0,595.0,-0.02822472290740674
2025-09-13,Uttar Pradesh,Aligarh,158,1032.0,678.0,-0.03189012767592958
2025-09-13,Uttar Pradesh,Allahabad,248,1287.0,881.0,0.03138660547398264
2025-09-13,Uttar Pradesh,Ambedkar Nagar,121,521.0,259.0,-0.13775426451172262
2025-09-13,Uttar Pradesh,Amethi,122,444.0,297.0,-0.13001521475136202
2025-09-13,Uttar Pradesh,Amroha,136,454.0,167.0,-0.15196650967167724
2025-09-13,Uttar Pradesh,Auraiya,72,222.0,194.0,-0.16474507989110582
2025-09-13,Uttar Pradesh,Ayodhya,21,26.0,15.0,-0.2167864658689298
2025-09-13,Uttar Pradesh,Azamgarh,232,969.0,510.0,-0.052873405025179454
2025-09-13,Uttar Pradesh,Baghpat,90,265.0,278.0,-0.13919729743172765
2025-09-13,Uttar Pradesh,Bahraich,394,1509.0,270.0,0.016703039177829115
2025-09-13,Uttar Pradesh,Ballia,139,951.0,481.0,-0.07892694144703766
2025-09-13,Uttar Pradesh,Balrampur,121,683.0,184.0,-0.14465869440108742
2025-09-13,Uttar Pradesh,Banda,95,594.0,323.0,-0.12122281710874072
2025-09-13,Uttar Pradesh,Bara Banki,117,770.0,357.0,-0.11264894061736169
2025-09-13,Uttar Pradesh,Barabanki,8,11.0,25.0,-0.21549487663727085
2025-09-13,Uttar Pradesh,Bareilly,155,1159.0,479.0,-0.06102616354585294
2025-09-13,Uttar Pradesh,Basti,200,769.0,197.0,-0.11228635400112857
2025-09-13,Uttar Pradesh,Bhadohi,5,19.0,21.0,-0.21163682779504034
2025-09-13,Uttar Pradesh,Bijnor,189,1081.0,555.0,-0.050129595809371486
2025-09-13,Uttar Pradesh,Budaun,177,692.0,517.0,-0.07625537683055789
2025-09-13,Uttar Pradesh,Bulandshahar,3,3.0,3.0,-0.2228553102785349
2025-09-13,Uttar Pradesh,Bulandshahr,241,905.0,363.0,-0.07865847266561365
2025-09-13,Uttar Pradesh,Chandauli,106,322.0,333.0,-0.12253115957956673
2025-09-13,Uttar Pradesh,Chitrakoot,69,284.0,0.0,-0.1692330857922849
2025-09-13,Uttar Pradesh,Deoria,201,979.0,474.0,-0.07162640298860468
2025-09-13,Uttar Pradesh,Etah,99,521.0,176.0,-0.1587415691823143
2025-09-13,Uttar Pradesh,Etawah,94,520.0,150.0,-0.1590934368617028
2025-09-13,Uttar Pradesh,Faizabad,118,424.0,229.0,-0.14784722252390003
2025-09-13,Uttar Pradesh,Farrukhabad,104,313.0,304.0,-0.13216882827064103
2025-09-13,Uttar Pradesh,Fatehpur,132,639.0,568.0,-0.07534146594620128
2025-09-13,Uttar Pradesh,Firozabad,91,473.0,424.0,-0.10192049924890434
2025-09-13,Uttar Pradesh,Gautam Buddha Nagar,121,403.0,81.0,-0.15372372131110057
2025-09-13,Uttar Pradesh,Ghaziabad,258,876.0,360.0,-0.06729096132031626
2025-09-13,Uttar Pradesh,Ghazipur,159,633.0,259.0,-0.12461346160567915
2025-09-13,Uttar Pradesh,Gonda,235,1007.0,385.0,-0.07489393992153592
2025-09-13,Uttar Pradesh,Gorakhpur,266,976.0,484.0,-0.039150085389856204
2025-09-13,Uttar Pradesh,Hamirpur,48,432.0,115.0,-0.1649699460898294
2025-09-13,Uttar Pradesh,Hapur,36,156.0,64.0,-0.18910147289835338
2025-09-13,Uttar Pradesh,Hardoi,205,958.0,702.0,-0.033327766308442364
2025-09-13,Uttar Pradesh,Hathras,53,223.0,143.0,-0.17688665111049812
2025-09-13,Uttar Pradesh,Jalaun,67,365.0,353.0,-0.11208674150019071
2025-09-13,Uttar Pradesh,Jaunpur,182,946.0,369.0,-0.09531990504169624
2025-09-13,Uttar Pradesh,Jhansi,118,895.0,219.0,-0.12309464521137103
2025-09-13,Uttar Pradesh,Kannauj,110,305.0,232.0,-0.15112058667167882
2025-09-13,Uttar Pradesh,Kanpur Dehat,66,311.0,423.0,-0.09591581060142601
2025-09-13,Uttar Pradesh,Kanpur Nagar,246,1159.0,699.0,-0.009937760341582669
2025-09-13,Uttar Pradesh,Kasganj,66,333.0,132.0,-0.16885583916396502
2025-09-13,Uttar Pradesh,Kaushambi,121,567.0,307.0,-0.12682080816657754
2025-09-13,Uttar Pradesh,Kheri,286,1063.0,644.0,-0.00838555576209754
2025-09-13,Uttar Pradesh,Kushinagar,169,733.0,387.0,-0.10720964691714874
2025-09-13,Uttar Pradesh,Lalitpur,51,526.0,185.0,-0.1500513923355276
2025-09-13,Uttar Pradesh,Lucknow,253,1104.0,367.0,-0.057118134524600905
2025-09-13,Uttar Pradesh,Maharajganj,190,524.0,487.0,-0.07538808454341728
2025-09-13,Uttar Pradesh,Mahoba,35,240.0,134.0,-0.17279419211649472
2025-09-13,Uttar Pradesh,Mahrajganj,1,0.0,0.0,-0.2295016276029896
2025-09-13,Uttar Pradesh,Mainpuri,125,372.0,237.0,-0.14141426767967213
2025-09-13,Uttar Pradesh,Mathura,111,506.0,445.0,-0.0974298484693279
2025-09-13,Uttar Pradesh,Mau,133,544.0,384.0,-0.11355228118748095
2025-09-13,Uttar Pradesh,Meerut,189,679.0,585.0,-0.06371357934114841
2025-09-13,Uttar Pradesh,Mirzapur,131,346.0,319.0,-0.11983503511061805
2025-09-13,Uttar Pradesh,Moradabad,166,675.0,326.0,-0.11158309097562902
2025-09-13,Uttar Pradesh,Muzaffarnagar,135,902.0,499.0,-0.07609144376020976
2025-09-13,Uttar Pradesh,Pilibhit,76,1065.0,99.0,-0.11134995441353546
2025-09-13,Uttar Pradesh,Pratapgarh,176,769.0,414.0,-0.099780900895801
2025-09-13,Uttar Pradesh,Prayagraj,19,85.0,55.0,-0.1984074231011817
2025-09-13,Uttar Pradesh,Rae Bareli,155,793.0,369.0,-0.10856175023499609
2025-09-13,Uttar Pradesh,Rampur,120,723.0,74.0,-0.13436503859309007
2025-09-13,Uttar Pradesh,Saharanpur,88,623.0,283.0,-0.13031046336536833
2025-09-13,Uttar Pradesh,Sambhal,142,643.0,273.0,-0.12764894882161165
2025-09-13,Uttar Pradesh,Sant Kabir Nagar,75,629.0,250.0,-0.13716550101424252
2025-09-13,Uttar Pradesh,Sant Ravidas Nagar,55,286.0,176.0,-0.16593408612734978
2025-09-13,Uttar Pradesh,Shahjahanpur,135,576.0,560.0,-0.07435038659688864
2025-09-13,Uttar Pradesh,Shamli,96,386.0,45.0,-0.15325754542362957
2025-09-13,Uttar Pradesh,Shrawasti,69,331.0,375.0,-0.10492508770446446
2025-09-13,Uttar Pradesh,Siddharthnagar,160,453.0,250.0,-0.1313390477930375
2025-09-13,Uttar Pradesh,Sitapur,253,994.0,941.0,0.02843315692521231
2025-09-13,Uttar Pradesh,Sonbhadra,59,392.0,257.0,-0.1369202840335093
2025-09-13,Uttar Pradesh,Sultanpur,144,512.0,219.0,-0.1395978639341401
2025-09-13,Uttar Pradesh,Unnao,149,615.0,490.0,-0.08920203329326698
2025-09-13,Uttar Pradesh,Varanasi,191,736.0,484.0,-0.07912421309203593
2025-09-13,Uttarakhand,Almora,18,92.0,60.0,-0.19593150274632382
2025-09-13,Uttarakhand,Bageshwar,7,66.0,10.0,-0.2030840082582806
2025-09-13,Uttarakhand,Chamoli,19,167.0,21.0,-0.188554985267521
2025-09-13,Uttarakhand,Champawat,3,38.0,24.0,-0.20635134025643126
2025-09-13,Uttarakhand,Dehradun,88,889.0,102.0,-0.12994758626796699
2025-09-13,Uttarakhand,Haridwar,71,318.0,205.0,-0.15760400975443695
2025-09-13,Uttarakhand,Nainital,25,235.0,25.0,-0.17554256743249436
2025-09-13,Uttarakhand,Pauri Garhwal,19,176.0,75.0,-0.18551750362257818
2025-09-13,Uttarakhand,Pithoragarh,21,78.0,29.0,-0.20409918641515995
2025-09-13,Uttarakhand,Rudraprayag,12,73.0,25.0,-0.2024599858483006
2025-09-13,Uttarakhand,Tehri Garhwal,19,159.0,63.0,-0.18807294782357536
2025-09-13,Uttarakhand,Udham Singh Nagar,63,256.0,186.0,-0.1672624121028931
2025-09-13,Uttarakhand,Uttarkashi,6,39.0,7.0,-0.2135723418493104
2025-09-13,West Bengal,Alipurduar,5,9.0,29.0,-0.2103209327463355
2025-09-13,West Bengal,Bankura,186,613.0,726.0,-0.03000553345856205
2025-09-13,West Bengal,Barddhaman,202,527.0,573.0,-0.059477799970818146
2025-09-13,West Bengal,Bardhaman,19,35.0,76.0,-0.19688132764549798
2025-09-13,West Bengal,Birbhum,130,248.0,835.0,-0.0002480367285024876
2025-09-13,West Bengal,Cooch Behar,89,174.0,605.0,-0.04734079541387248
2025-09-13,West Bengal,Dakshin Dinajpur,127,145.0,469.0,-0.08060825472975258
2025-09-13,West Bengal,Darjeeling,48,136.0,134.0,-0.18224975042805575
2025-09-13,West Bengal,Darjiling,14,14.0,36.0,-0.21178234499396664
2025-09-13,West Bengal,East Midnapore,38,103.0,78.0,-0.1924696921687717
2025-09-13,West Bengal,Haora,32,113.0,203.0,-0.1555742016242404
2025-09-13,West Bengal,Hooghly,171,417.0,556.0,-0.06436803504531968
2025-09-13,West Bengal,Howrah,138,290.0,359.0,-0.11424412705461884
2025-09-13,West Bengal,Hugli,1,4.0,3.0,-0.2195222782928265
2025-09-13,West Bengal,Jalpaiguri,86,209.0,1229.0,0.06108349225752696
2025-09-13,West Bengal,Jhargram,14,21.0,27.0,-0.21170516864827416
2025-09-13,West Bengal,Kalimpong,4,6.0,1.0,-0.22287089325537746
2025-09-13,West Bengal,Koch Bihar,43,72.0,213.0,-0.15629980366064877
2025-09-13,West Bengal,Kolkata,101,311.0,281.0,-0.13813992494994287
2025-09-13,West Bengal,Malda,158,302.0,562.0,-0.05931801915200541
2025-09-13,West Bengal,Maldah,4,43.0,102.0,-0.1783535872326984
2025-09-13,West Bengal,Medinipur,1,0.0,0.0,-0.2295016276029896
2025-09-13,West Bengal,Murshidabad,537,630.0,1718.0,0.14421319337522376
2025-09-13,West Bengal,Nadia,229,407.0,472.0,-0.06289227474709147
2025-09-13,West Bengal,North 24 Parganas,389,637.0,987.0,0.06973259530800735
2025-09-13,West Bengal,North Dinajpur,4,9.0,14.0,-0.21633243544950426
2025-09-13,West Bengal,North Twenty Four Parganas,23,45.0,102.0,-0.19186039245718534
2025-09-13,West Bengal,Paschim Bardhaman,12,36.0,32.0,-0.20820173699385747
2025-09-13,West Bengal,Paschim Medinipur,241,810.0,846.0,0.0020879700004651225
2025-09-13,West Bengal,Purba Bardhaman,36,51.0,70.0,-0.19702670084787044
2025-09-13,West Bengal,Purba Medinipur,228,516.0,392.0,-0.08494245950985324
2025-09-13,West Bengal,Purulia,8,28.0,40.0,-0.20549460990997498
2025-09-13,West Bengal,Puruliya,193,368.0,473.0,-0.07284895940818653
2025-09-13,West Bengal,South 24 Parganas,334,698.0,1408.0,0.0972009985722111
2025-09-13,West Bengal,South Dinajpur,13,12.0,54.0,-0.2015096757062878
2025-09-13,West Bengal,South Twenty Four Parganas,47,124.0,153.0,-0.17814019586134466
2025-09-13,West Bengal,Uttar Dinajpur,257,384.0,1405.0,0.08986772464817594
2025-09-13,West Bengal,West Midnapore,33,87.0,137.0,-0.1823221123350593
2025-09-13,West bengal,hooghly,1,0.0,0.0,-0.2295016276029896
2025-09-14,Andhra Pradesh,Adilabad,3,2.0,25.0,-0.21465788297790345
2025-09-14,Andhra Pradesh,Alluri Sitharama Raju,5,11.0,9.0,-0.21841272573807952
2025-09-14,Andhra Pradesh,Anantapur,6,18.0,14.0,-0.21585166926101662
2025-09-14,Andhra Pradesh,Ananthapur,2,11.0,9.0,-0.2182470351882655
2025-09-14,Andhra Pradesh,Ananthapuramu,2,3.0,8.0,-0.222374930552381
2025-09-14,Andhra Pradesh,Chittoor,4,12.0,19.0,-0.21341555981276233
2025-09-14,Andhra Pradesh,Cuddapah,2,22.0,14.0,-0.21341225962097998
2025-09-14,Andhra Pradesh,East Godavari,3,79.0,32.0,-0.1907042089814518
2025-09-14,Andhra Pradesh,Guntur,5,15.0,19.0,-0.21458119004009574
2025-09-14,Andhra Pradesh,Hyderabad,4,63.0,1.0,-0.2011141359700067
2025-09-14,Andhra Pradesh,Kakinada,1,3.0,20.0,-0.21011795565141445
2025-09-14,Andhra Pradesh,Krishna,8,56.0,31.0,-0.2014654381197878
2025-09-14,Andhra Pradesh,Kurnool,34,31.0,23.0,-0.21094107280579288
2025-09-14,Andhra Pradesh,N. T. R,1,9.0,16.0,-0.211558025182025
2025-09-14,Andhra Pradesh,Nellore,2,8.0,18.0,-0.21371113100177846
2025-09-14,Andhra Pradesh,Parvathipuram Manyam,1,0.0,2.0,-0.22499524240983504
2025-09-14,Andhra Pradesh,Prakasam,9,14.0,14.0,-0.2179732133822186
2025-09-14,Andhra Pradesh,Rangareddi,1,19.0,4.0,-0.21283731089332514
2025-09-14,Andhra Pradesh,Srikakulam,14,44.0,28.0,-0.20905201071255436
2025-09-14,Andhra Pradesh,Tirupati,1,4.0,11.0,-0.2157186801899263
2025-09-14,Andhra Pradesh,Visakhapatnam,31,198.0,64.0,-0.18607069651952074
2025-09-14,Andhra Pradesh,Vizianagaram,8,17.0,12.0,-0.21821835946478374
2025-09-14,Andhra Pradesh,Warangal,1,24.0,7.0,-0.2118592182826392
2025-09-14,Andhra Pradesh,West Godavari,3,22.0,25.0,-0.20938836579441217
2025-09-14,Andhra Pradesh,Y. S. R,1,0.0,3.0,-0.22282155023566613
2025-09-14,Arunachal Pradesh,Kra Daadi,2,1.0,0.0,-0.23043570703025223
2025-09-14,Arunachal Pradesh,Longding,19,7.0,0.0,-0.22742968744024394
2025-09-14,Arunachal Pradesh,Pakke Kessang,1,0.0,0.0,-0.2295016276029896
2025-09-14,Arunachal Pradesh,Papum Pare,3,14.0,4.0,-0.22033974605115064
2025-09-14,Assam,Baksa,17,26.0,34.0,-0.21163924326610284
2025-09-14,Assam,Barpeta,18,33.0,50.0,-0.20607412416156218
2025-09-14,Assam,Biswanath,8,22.0,12.0,-0.21708226705044054
2025-09-14,Assam,Bongaigaon,11,40.0,19.0,-0.2111750645166931
2025-09-14,Assam,Cachar,24,115.0,36.0,-0.19909614686782318
2025-09-14,Assam,Charaideo,13,29.0,0.0,-0.2203948960084427
2025-09-14,Assam,Chirang,4,0.0,10.0,-0.22257530710932738
2025-09-14,Assam,Darrang,9,15.0,27.0,-0.2121156373276133
2025-09-14,Assam,Dhemaji,8,31.0,36.0,-0.20897536583170273
2025-09-14,Assam,Dhubri,9,15.0,71.0,-0.19469182308459881
2025-09-14,Assam,Goalpara,10,2.0,13.0,-0.22096244011575278
2025-09-14,Assam,Golaghat,2,2.0,8.0,-0.22321073312710354
2025-09-14,Assam,Hailakandi,21,8.0,7.0,-0.22200997483243312
2025-09-14,Assam,Hojai,25,37.0,42.0,-0.20520723596504592
2025-09-14,Assam,Jorhat,22,26.0,29.0,-0.212453065516242
2025-09-14,Assam,Kamrup,12,44.0,53.0,-0.19794205196825837
2025-09-14,Assam,Kamrup Metro,17,53.0,9.0,-0.21204283855736722
2025-09-14,Assam,Karbi Anglong,20,71.0,46.0,-0.19939569706839783
2025-09-14,Assam,Karimganj,7,6.0,13.0,-0.219371192764022
2025-09-14,Assam,Kokrajhar,9,16.0,14.0,-0.21728100429563596
